"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","worker_id","start_time","experiment_order","view_history","rt","experiment","response","phase","stimulus","condition","answer","correct","operation","trial_no","symbol_cue","color_cue","question_order","talk_out_loud","strategy_free_ans","wait_time","image_1","image_2","cor_key","type","judgment_type","stim_1","stim_2","inverted","true_neg","true_pos","false_pos","false_neg","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5"
"","","","","","html-keyboard-response","382","808976","0.0-270.0-2.33","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1541.5999999977648","rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/plane.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chain.png"" width=""300""></div>","","","true","","","","","","","","","visual/plane.png","visual/chain.png","ArrowUp","non-ortho","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","383","809478","0.0-270.0-0.34","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","500","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","384","809979","0.0-270.0-1.34","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","385","811094","0.0-270.0-2.34","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1112.9000000022352","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/tree.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/door.png"" width=""300""></div>","","","true","","","","","","","","","visual/tree.png","visual/door.png","ArrowDown","NR","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","386","811845","0.0-270.0-0.35","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","387","812346","0.0-270.0-1.35","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","388","813815","0.0-270.0-2.35","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1468.5","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/claw.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/beer.png"" width=""300""></div>","","","true","","","","","","","","","visual/claw.png","visual/beer.png","ArrowDown","NR","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","389","814816","0.0-270.0-0.36","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","390","815317","0.0-270.0-1.36","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","391","816837","0.0-270.0-2.36","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1518.6000000014901","rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/shark.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/park.png"" width=""300""></div>","","","true","","","","","","","","","visual/shark.png","visual/park.png","ArrowUp","ortho","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","392","817588","0.0-270.0-0.37","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","393","818090","0.0-270.0-1.37","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","394","819362","0.0-270.0-2.37","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1271.300000000745","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/soap.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/shoe.png"" width=""300""></div>","","","true","","","","","","","","","visual/soap.png","visual/shoe.png","ArrowDown","NR","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","395","819614","0.0-270.0-0.38","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","396","820116","0.0-270.0-1.38","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","397","821154","0.0-270.0-2.38","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1036.9000000022352","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/well.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rose.png"" width=""300""></div>","","","true","","","","","","","","","visual/well.png","visual/rose.png","ArrowDown","NR","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","398","821905","0.0-270.0-0.39","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","399","822406","0.0-270.0-1.39","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","400","824002","0.0-270.0-2.39","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1595.199999999255","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/jar.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/whale.png"" width=""300""></div>","","","true","","","","","","","","","visual/jar.png","visual/whale.png","ArrowDown","NR","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","401","824753","0.0-270.0-0.40","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","402","825255","0.0-270.0-1.40","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","403","826981","0.0-270.0-2.40","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","1724.9000000022352","rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/pope.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/soap.png"" width=""300""></div>","","","true","","","","","","","","","visual/pope.png","visual/soap.png","ArrowUp","non-ortho","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","404","827982","0.0-270.0-0.41","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","1000","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","405","828483","0.0-270.0-1.41","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","406","831157","0.0-270.0-2.41","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","2672.900000002235","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/bin.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/chin.png"" width=""300""></div>","","","false","","","","","","","","","visual/bin.png","visual/chin.png","ArrowUp","ortho","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","407","831409","0.0-270.0-0.42","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","250","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","408","831910","0.0-270.0-1.42","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:14%;top:30%""><img src=""square.png"" width=""306"" height=""306"" style=""position: fixed;left:64%;top:30%"">","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","409","834473","0.0-270.0-2.42","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","2561.5","rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""visual/cake.png"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""visual/rake.png"" width=""300""></div>","","","false","","","","","","","","","visual/cake.png","visual/rake.png","ArrowUp","ortho","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","410","835224","0.0-270.0-0.43","A9LSEP71DNP4O","2022-05-23T17:52:01.309Z","task_switching-rhyme-same_different-phon_sim","","null","rhyme","null","","<div style=""font-size:60px;"">+</div>","","","","","","","","","","","750","","","","","","","","","","","","","","","","","","","","","","",""
